# Time	KE	PE	Total
4.800000	7.200000e-03	4.205000e-02	4.925000e-02
4.810000	8.450000e-03	4.205000e-02	5.050000e-02
4.820000	8.450000e-03	4.205000e-02	5.050000e-02
4.830000	8.450000e-03	4.205000e-02	5.050000e-02
4.840000	9.800000e-03	3.920000e-02	4.900000e-02
4.850000	9.800000e-03	3.920000e-02	4.900000e-02
4.860000	9.800000e-03	3.920000e-02	4.900000e-02
4.870000	9.800000e-03	3.920000e-02	4.900000e-02
4.880000	1.125000e-02	3.920000e-02	5.045000e-02
4.890000	1.125000e-02	3.920000e-02	5.045000e-02
4.900000	1.125000e-02	3.920000e-02	5.045000e-02
4.910000	1.280000e-02	3.645000e-02	4.925000e-02
4.920000	1.280000e-02	3.645000e-02	4.925000e-02
4.930000	1.280000e-02	3.645000e-02	4.925000e-02
4.940000	1.280000e-02	3.645000e-02	4.925000e-02
4.950000	1.445000e-02	3.645000e-02	5.090000e-02
4.960000	1.445000e-02	3.645000e-02	5.090000e-02
4.970000	1.445000e-02	3.380000e-02	4.825000e-02
4.980000	1.445000e-02	3.380000e-02	4.825000e-02
4.990000	1.620000e-02	3.380000e-02	5.000000e-02
5.000000	1.620000e-02	3.380000e-02	5.000000e-02
5.010000	1.620000e-02	3.380000e-02	5.000000e-02
5.020000	1.620000e-02	3.380000e-02	5.000000e-02
5.030000	1.805000e-02	3.125000e-02	4.930000e-02
5.040000	1.805000e-02	3.125000e-02	4.930000e-02
5.050000	1.805000e-02	3.125000e-02	4.930000e-02
5.060000	1.805000e-02	3.125000e-02	4.930000e-02
5.070000	2.000000e-02	3.125000e-02	5.125000e-02
5.080000	2.000000e-02	2.880000e-02	4.880000e-02
5.090000	2.000000e-02	2.880000e-02	4.880000e-02
5.100000	2.000000e-02	2.880000e-02	4.880000e-02
5.110000	2.205000e-02	2.880000e-02	5.085000e-02
5.120000	2.205000e-02	2.880000e-02	5.085000e-02
5.130000	2.205000e-02	2.645000e-02	4.850000e-02
5.140000	2.205000e-02	2.645000e-02	4.850000e-02
5.150000	2.420000e-02	2.645000e-02	5.065000e-02
5.160000	2.420000e-02	2.645000e-02	5.065000e-02
5.170000	2.420000e-02	2.420000e-02	4.840000e-02
5.180000	2.420000e-02	2.420000e-02	4.840000e-02
5.190000	2.645000e-02	2.420000e-02	5.065000e-02
5.200000	2.645000e-02	2.420000e-02	5.065000e-02
5.210000	2.645000e-02	2.420000e-02	5.065000e-02
5.220000	2.645000e-02	2.205000e-02	4.850000e-02
5.230000	2.645000e-02	2.205000e-02	4.850000e-02
5.240000	2.880000e-02	2.205000e-02	5.085000e-02
5.250000	2.880000e-02	2.205000e-02	5.085000e-02
5.260000	2.880000e-02	2.000000e-02	4.880000e-02
5.270000	2.880000e-02	2.000000e-02	4.880000e-02
5.280000	2.880000e-02	2.000000e-02	4.880000e-02
5.290000	3.125000e-02	2.000000e-02	5.125000e-02
5.300000	3.125000e-02	1.805000e-02	4.930000e-02
5.310000	3.125000e-02	1.805000e-02	4.930000e-02
5.320000	3.125000e-02	1.805000e-02	4.930000e-02
5.330000	3.125000e-02	1.805000e-02	4.930000e-02
5.340000	3.380000e-02	1.620000e-02	5.000000e-02
5.350000	3.380000e-02	1.620000e-02	5.000000e-02
5.360000	3.380000e-02	1.620000e-02	5.000000e-02
5.370000	3.380000e-02	1.620000e-02	5.000000e-02
5.380000	3.380000e-02	1.445000e-02	4.825000e-02
5.390000	3.380000e-02	1.445000e-02	4.825000e-02
5.400000	3.645000e-02	1.445000e-02	5.090000e-02
5.410000	3.645000e-02	1.445000e-02	5.090000e-02
5.420000	3.645000e-02	1.280000e-02	4.925000e-02
5.430000	3.645000e-02	1.280000e-02	4.925000e-02
5.440000	3.645000e-02	1.280000e-02	4.925000e-02
5.450000	3.645000e-02	1.125000e-02	4.770000e-02
5.460000	3.920000e-02	1.125000e-02	5.045000e-02
5.470000	3.920000e-02	1.125000e-02	5.045000e-02
5.480000	3.920000e-02	1.125000e-02	5.045000e-02
5.490000	3.920000e-02	9.800000e-03	4.900000e-02
5.500000	3.920000e-02	9.800000e-03	4.900000e-02
5.510000	3.920000e-02	9.800000e-03	4.900000e-02
5.520000	3.920000e-02	8.450000e-03	4.765000e-02
5.530000	4.205000e-02	8.450000e-03	5.050000e-02
5.540000	4.205000e-02	8.450000e-03	5.050000e-02
5.550000	4.205000e-02	8.450000e-03	5.050000e-02
5.560000	4.205000e-02	7.200000e-03	4.925000e-02
5.570000	4.205000e-02	7.200000e-03	4.925000e-02
5.580000	4.205000e-02	7.200000e-03	4.925000e-02
5.590000	4.205000e-02	6.050000e-03	4.810000e-02
5.600000	4.205000e-02	6.050000e-03	4.810000e-02
5.610000	4.500000e-02	6.050000e-03	5.105000e-02
5.620000	4.500000e-02	6.050000e-03	5.105000e-02
5.630000	4.500000e-02	5.000000e-03	5.000000e-02
5.640000	4.500000e-02	5.000000e-03	5.000000e-02
5.650000	4.500000e-02	5.000000e-03	5.000000e-02
5.660000	4.500000e-02	4.050000e-03	4.905000e-02
5.670000	4.500000e-02	4.050000e-03	4.905000e-02
5.680000	4.500000e-02	4.050000e-03	4.905000e-02
5.690000	4.500000e-02	3.200000e-03	4.820000e-02
5.700000	4.500000e-02	3.200000e-03	4.820000e-02
5.710000	4.805000e-02	3.200000e-03	5.125000e-02
5.720000	4.805000e-02	3.200000e-03	5.125000e-02
5.730000	4.805000e-02	2.450000e-03	5.050000e-02
5.740000	4.805000e-02	2.450000e-03	5.050000e-02
5.750000	4.805000e-02	2.450000e-03	5.050000e-02
5.760000	4.805000e-02	1.800000e-03	4.985000e-02
5.770000	4.805000e-02	1.800000e-03	4.985000e-02
5.780000	4.805000e-02	1.800000e-03	4.985000e-02
5.790000	4.805000e-02	1.250000e-03	4.930000e-02
5.800000	4.805000e-02	1.250000e-03	4.930000e-02
5.810000	4.805000e-02	1.250000e-03	4.930000e-02
5.820000	4.805000e-02	8.000000e-04	4.885000e-02
5.830000	4.805000e-02	8.000000e-04	4.885000e-02
5.840000	4.805000e-02	8.000000e-04	4.885000e-02
5.850000	4.805000e-02	4.500000e-04	4.850000e-02
5.860000	4.805000e-02	4.500000e-04	4.850000e-02
5.870000	4.805000e-02	4.500000e-04	4.850000e-02
5.880000	4.805000e-02	4.500000e-04	4.850000e-02
5.890000	4.805000e-02	2.000000e-04	4.825000e-02
5.900000	5.120000e-02	2.000000e-04	5.140000e-02
5.910000	5.120000e-02	2.000000e-04	5.140000e-02
5.920000	5.120000e-02	5.000000e-05	5.125000e-02
5.930000	5.120000e-02	5.000000e-05	5.125000e-02
5.940000	5.120000e-02	5.000000e-05	5.125000e-02
5.950000	5.120000e-02	0.000000e+00	5.120000e-02
5.960000	5.120000e-02	0.000000e+00	5.120000e-02
5.970000	5.120000e-02	0.000000e+00	5.120000e-02
5.980000	5.120000e-02	5.000000e-05	5.125000e-02
5.990000	5.120000e-02	5.000000e-05	5.125000e-02
6.000000	5.120000e-02	5.000000e-05	5.125000e-02
6.010000	5.120000e-02	2.000000e-04	5.140000e-02
6.020000	5.120000e-02	2.000000e-04	5.140000e-02
6.030000	5.120000e-02	2.000000e-04	5.140000e-02
6.040000	4.805000e-02	2.000000e-04	4.825000e-02
6.050000	4.805000e-02	4.500000e-04	4.850000e-02
6.060000	4.805000e-02	4.500000e-04	4.850000e-02
6.070000	4.805000e-02	4.500000e-04	4.850000e-02
6.080000	4.805000e-02	8.000000e-04	4.885000e-02
6.090000	4.805000e-02	8.000000e-04	4.885000e-02
6.100000	4.805000e-02	8.000000e-04	4.885000e-02
6.110000	4.805000e-02	1.250000e-03	4.930000e-02
6.120000	4.805000e-02	1.250000e-03	4.930000e-02
6.130000	4.805000e-02	1.250000e-03	4.930000e-02
6.140000	4.805000e-02	1.800000e-03	4.985000e-02
6.150000	4.805000e-02	1.800000e-03	4.985000e-02
6.160000	4.805000e-02	1.800000e-03	4.985000e-02
6.170000	4.805000e-02	2.450000e-03	5.050000e-02
6.180000	4.805000e-02	2.450000e-03	5.050000e-02
6.190000	4.805000e-02	2.450000e-03	5.050000e-02
6.200000	4.805000e-02	2.450000e-03	5.050000e-02
6.210000	4.805000e-02	3.200000e-03	5.125000e-02
6.220000	4.805000e-02	3.200000e-03	5.125000e-02
6.230000	4.500000e-02	3.200000e-03	4.820000e-02
6.240000	4.500000e-02	4.050000e-03	4.905000e-02
6.250000	4.500000e-02	4.050000e-03	4.905000e-02
6.260000	4.500000e-02	4.050000e-03	4.905000e-02
6.270000	4.500000e-02	5.000000e-03	5.000000e-02
6.280000	4.500000e-02	5.000000e-03	5.000000e-02
6.290000	4.500000e-02	5.000000e-03	5.000000e-02
6.300000	4.500000e-02	6.050000e-03	5.105000e-02
6.310000	4.500000e-02	6.050000e-03	5.105000e-02
6.320000	4.500000e-02	6.050000e-03	5.105000e-02
6.330000	4.500000e-02	6.050000e-03	5.105000e-02
6.340000	4.205000e-02	7.200000e-03	4.925000e-02
6.350000	4.205000e-02	7.200000e-03	4.925000e-02
6.360000	4.205000e-02	7.200000e-03	4.925000e-02
6.370000	4.205000e-02	8.450000e-03	5.050000e-02
6.380000	4.205000e-02	8.450000e-03	5.050000e-02
6.390000	4.205000e-02	8.450000e-03	5.050000e-02
6.400000	4.205000e-02	8.450000e-03	5.050000e-02
6.410000	4.205000e-02	9.800000e-03	5.185000e-02
6.420000	3.920000e-02	9.800000e-03	4.900000e-02
6.430000	3.920000e-02	9.800000e-03	4.900000e-02
6.440000	3.920000e-02	1.125000e-02	5.045000e-02
6.450000	3.920000e-02	1.125000e-02	5.045000e-02
6.460000	3.920000e-02	1.125000e-02	5.045000e-02
6.470000	3.920000e-02	1.125000e-02	5.045000e-02
6.480000	3.645000e-02	1.280000e-02	4.925000e-02
6.490000	3.645000e-02	1.280000e-02	4.925000e-02
6.500000	3.645000e-02	1.280000e-02	4.925000e-02
6.510000	3.645000e-02	1.280000e-02	4.925000e-02
6.520000	3.645000e-02	1.445000e-02	5.090000e-02
6.530000	3.645000e-02	1.445000e-02	5.090000e-02
6.540000	3.645000e-02	1.445000e-02	5.090000e-02
6.550000	3.380000e-02	1.620000e-02	5.000000e-02
6.560000	3.380000e-02	1.620000e-02	5.000000e-02
6.570000	3.380000e-02	1.620000e-02	5.000000e-02
6.580000	3.380000e-02	1.620000e-02	5.000000e-02
6.590000	3.380000e-02	1.805000e-02	5.185000e-02
6.600000	3.125000e-02	1.805000e-02	4.930000e-02
6.610000	3.125000e-02	1.805000e-02	4.930000e-02
6.620000	3.125000e-02	1.805000e-02	4.930000e-02
6.630000	3.125000e-02	2.000000e-02	5.125000e-02
6.640000	3.125000e-02	2.000000e-02	5.125000e-02
6.650000	2.880000e-02	2.000000e-02	4.880000e-02
6.660000	2.880000e-02	2.000000e-02	4.880000e-02
6.670000	2.880000e-02	2.205000e-02	5.085000e-02
6.680000	2.880000e-02	2.205000e-02	5.085000e-02
6.690000	2.880000e-02	2.205000e-02	5.085000e-02
6.700000	2.645000e-02	2.205000e-02	4.850000e-02
6.710000	2.645000e-02	2.420000e-02	5.065000e-02
6.720000	2.645000e-02	2.420000e-02	5.065000e-02
6.730000	2.645000e-02	2.420000e-02	5.065000e-02
6.740000	2.645000e-02	2.420000e-02	5.065000e-02
6.750000	2.420000e-02	2.420000e-02	4.840000e-02
6.760000	2.420000e-02	2.645000e-02	5.065000e-02
6.770000	2.420000e-02	2.645000e-02	5.065000e-02
6.780000	2.420000e-02	2.645000e-02	5.065000e-02
6.790000	2.205000e-02	2.645000e-02	4.850000e-02
6.800000	2.205000e-02	2.645000e-02	4.850000e-02
6.810000	2.205000e-02	2.880000e-02	5.085000e-02
6.820000	2.205000e-02	2.880000e-02	5.085000e-02
6.830000	2.205000e-02	2.880000e-02	5.085000e-02
6.840000	2.000000e-02	2.880000e-02	4.880000e-02
6.850000	2.000000e-02	3.125000e-02	5.125000e-02
6.860000	2.000000e-02	3.125000e-02	5.125000e-02
6.870000	2.000000e-02	3.125000e-02	5.125000e-02
6.880000	1.805000e-02	3.125000e-02	4.930000e-02
6.890000	1.805000e-02	3.125000e-02	4.930000e-02
6.900000	1.805000e-02	3.125000e-02	4.930000e-02
6.910000	1.805000e-02	3.380000e-02	5.185000e-02
6.920000	1.620000e-02	3.380000e-02	5.000000e-02
6.930000	1.620000e-02	3.380000e-02	5.000000e-02
6.940000	1.620000e-02	3.380000e-02	5.000000e-02
6.950000	1.445000e-02	3.380000e-02	4.825000e-02
6.960000	1.445000e-02	3.645000e-02	5.090000e-02
6.970000	1.445000e-02	3.645000e-02	5.090000e-02
6.980000	1.445000e-02	3.645000e-02	5.090000e-02
6.990000	1.280000e-02	3.645000e-02	4.925000e-02
7.000000	1.280000e-02	3.645000e-02	4.925000e-02
7.010000	1.280000e-02	3.645000e-02	4.925000e-02
7.020000	1.280000e-02	3.920000e-02	5.200000e-02
7.030000	1.125000e-02	3.920000e-02	5.045000e-02
7.040000	1.125000e-02	3.920000e-02	5.045000e-02
7.050000	1.125000e-02	3.920000e-02	5.045000e-02
7.060000	9.800000e-03	3.920000e-02	4.900000e-02
7.070000	9.800000e-03	3.920000e-02	4.900000e-02
7.080000	9.800000e-03	3.920000e-02	4.900000e-02
7.090000	9.800000e-03	4.205000e-02	5.185000e-02
7.100000	8.450000e-03	4.205000e-02	5.050000e-02
7.110000	8.450000e-03	4.205000e-02	5.050000e-02
7.120000	8.450000e-03	4.205000e-02	5.050000e-02
7.130000	7.200000e-03	4.205000e-02	4.925000e-02
7.140000	7.200000e-03	4.205000e-02	4.925000e-02
7.150000	7.200000e-03	4.205000e-02	4.925000e-02
7.160000	7.200000e-03	4.205000e-02	4.925000e-02
7.170000	6.050000e-03	4.500000e-02	5.105000e-02
7.180000	6.050000e-03	4.500000e-02	5.105000e-02
7.190000	6.050000e-03	4.500000e-02	5.105000e-02
7.200000	5.000000e-03	4.500000e-02	5.000000e-02
7.210000	5.000000e-03	4.500000e-02	5.000000e-02
7.220000	5.000000e-03	4.500000e-02	5.000000e-02
7.230000	5.000000e-03	4.500000e-02	5.000000e-02
7.240000	4.050000e-03	4.500000e-02	4.905000e-02
7.250000	4.050000e-03	4.500000e-02	4.905000e-02
7.260000	4.050000e-03	4.500000e-02	4.905000e-02
7.270000	3.200000e-03	4.805000e-02	5.125000e-02
7.280000	3.200000e-03	4.805000e-02	5.125000e-02
7.290000	3.200000e-03	4.805000e-02	5.125000e-02
7.300000	2.450000e-03	4.805000e-02	5.050000e-02
7.310000	2.450000e-03	4.805000e-02	5.050000e-02
7.320000	2.450000e-03	4.805000e-02	5.050000e-02
7.330000	1.800000e-03	4.805000e-02	4.985000e-02
7.340000	1.800000e-03	4.805000e-02	4.985000e-02
7.350000	1.800000e-03	4.805000e-02	4.985000e-02
7.360000	1.800000e-03	4.805000e-02	4.985000e-02
7.370000	1.250000e-03	4.805000e-02	4.930000e-02
7.380000	1.250000e-03	4.805000e-02	4.930000e-02
7.390000	1.250000e-03	4.805000e-02	4.930000e-02
7.400000	8.000000e-04	4.805000e-02	4.885000e-02
7.410000	8.000000e-04	4.805000e-02	4.885000e-02
7.420000	8.000000e-04	4.805000e-02	4.885000e-02
7.430000	4.500000e-04	4.805000e-02	4.850000e-02
7.440000	4.500000e-04	4.805000e-02	4.850000e-02
7.450000	4.500000e-04	4.805000e-02	4.850000e-02
7.460000	2.000000e-04	4.805000e-02	4.825000e-02
7.470000	2.000000e-04	5.120000e-02	5.140000e-02
7.480000	2.000000e-04	5.120000e-02	5.140000e-02
7.490000	5.000000e-05	5.120000e-02	5.125000e-02
7.500000	5.000000e-05	5.120000e-02	5.125000e-02
7.510000	5.000000e-05	5.120000e-02	5.125000e-02
7.520000	5.000000e-05	5.120000e-02	5.125000e-02
7.530000	0.000000e+00	5.120000e-02	5.120000e-02
7.540000	0.000000e+00	5.120000e-02	5.120000e-02
7.550000	0.000000e+00	5.120000e-02	5.120000e-02
7.560000	5.000000e-05	5.120000e-02	5.125000e-02
7.570000	5.000000e-05	5.120000e-02	5.125000e-02
7.580000	5.000000e-05	5.120000e-02	5.125000e-02
7.590000	2.000000e-04	5.120000e-02	5.140000e-02
7.600000	2.000000e-04	5.120000e-02	5.140000e-02
7.610000	2.000000e-04	4.805000e-02	4.825000e-02
7.620000	4.500000e-04	4.805000e-02	4.850000e-02
7.630000	4.500000e-04	4.805000e-02	4.850000e-02
7.640000	4.500000e-04	4.805000e-02	4.850000e-02
7.650000	8.000000e-04	4.805000e-02	4.885000e-02
7.660000	8.000000e-04	4.805000e-02	4.885000e-02
7.670000	8.000000e-04	4.805000e-02	4.885000e-02
7.680000	1.250000e-03	4.805000e-02	4.930000e-02
7.690000	1.250000e-03	4.805000e-02	4.930000e-02
7.700000	1.250000e-03	4.805000e-02	4.930000e-02
7.710000	1.250000e-03	4.805000e-02	4.930000e-02
7.720000	1.800000e-03	4.805000e-02	4.985000e-02
7.730000	1.800000e-03	4.805000e-02	4.985000e-02
7.740000	1.800000e-03	4.805000e-02	4.985000e-02
7.750000	2.450000e-03	4.805000e-02	5.050000e-02
7.760000	2.450000e-03	4.805000e-02	5.050000e-02
7.770000	2.450000e-03	4.805000e-02	5.050000e-02
7.780000	3.200000e-03	4.805000e-02	5.125000e-02
7.790000	3.200000e-03	4.805000e-02	5.125000e-02
7.800000	3.200000e-03	4.500000e-02	4.820000e-02
7.810000	4.050000e-03	4.500000e-02	4.905000e-02
7.820000	4.050000e-03	4.500000e-02	4.905000e-02
7.830000	4.050000e-03	4.500000e-02	4.905000e-02
7.840000	4.050000e-03	4.500000e-02	4.905000e-02
7.850000	5.000000e-03	4.500000e-02	5.000000e-02
7.860000	5.000000e-03	4.500000e-02	5.000000e-02
7.870000	5.000000e-03	4.500000e-02	5.000000e-02
7.880000	6.050000e-03	4.500000e-02	5.105000e-02
7.890000	6.050000e-03	4.500000e-02	5.105000e-02
7.900000	6.050000e-03	4.205000e-02	4.810000e-02
7.910000	7.200000e-03	4.205000e-02	4.925000e-02
7.920000	7.200000e-03	4.205000e-02	4.925000e-02
7.930000	7.200000e-03	4.205000e-02	4.925000e-02
7.940000	7.200000e-03	4.205000e-02	4.925000e-02
7.950000	8.450000e-03	4.205000e-02	5.050000e-02
7.960000	8.450000e-03	4.205000e-02	5.050000e-02
7.970000	8.450000e-03	4.205000e-02	5.050000e-02
7.980000	9.800000e-03	3.920000e-02	4.900000e-02
7.990000	9.800000e-03	3.920000e-02	4.900000e-02
8.000000	9.800000e-03	3.920000e-02	4.900000e-02
8.010000	9.800000e-03	3.920000e-02	4.900000e-02
8.020000	1.125000e-02	3.920000e-02	5.045000e-02
8.030000	1.125000e-02	3.920000e-02	5.045000e-02
8.040000	1.125000e-02	3.920000e-02	5.045000e-02
8.050000	1.280000e-02	3.645000e-02	4.925000e-02
8.060000	1.280000e-02	3.645000e-02	4.925000e-02
8.070000	1.280000e-02	3.645000e-02	4.925000e-02
8.080000	1.280000e-02	3.645000e-02	4.925000e-02
8.090000	1.445000e-02	3.645000e-02	5.090000e-02
8.100000	1.445000e-02	3.645000e-02	5.090000e-02
8.110000	1.445000e-02	3.380000e-02	4.825000e-02
8.120000	1.445000e-02	3.380000e-02	4.825000e-02
8.130000	1.620000e-02	3.380000e-02	5.000000e-02
8.140000	1.620000e-02	3.380000e-02	5.000000e-02
8.150000	1.620000e-02	3.380000e-02	5.000000e-02
8.160000	1.620000e-02	3.380000e-02	5.000000e-02
8.170000	1.805000e-02	3.125000e-02	4.930000e-02
8.180000	1.805000e-02	3.125000e-02	4.930000e-02
8.190000	1.805000e-02	3.125000e-02	4.930000e-02
8.200000	1.805000e-02	3.125000e-02	4.930000e-02
8.210000	2.000000e-02	3.125000e-02	5.125000e-02
8.220000	2.000000e-02	2.880000e-02	4.880000e-02
8.230000	2.000000e-02	2.880000e-02	4.880000e-02
8.240000	2.000000e-02	2.880000e-02	4.880000e-02
8.250000	2.205000e-02	2.880000e-02	5.085000e-02
8.260000	2.205000e-02	2.880000e-02	5.085000e-02
8.270000	2.205000e-02	2.645000e-02	4.850000e-02
8.280000	2.205000e-02	2.645000e-02	4.850000e-02
8.290000	2.420000e-02	2.645000e-02	5.065000e-02
8.300000	2.420000e-02	2.645000e-02	5.065000e-02
8.310000	2.420000e-02	2.420000e-02	4.840000e-02
8.320000	2.420000e-02	2.420000e-02	4.840000e-02
8.330000	2.645000e-02	2.420000e-02	5.065000e-02
8.340000	2.645000e-02	2.420000e-02	5.065000e-02
8.350000	2.645000e-02	2.420000e-02	5.065000e-02
8.360000	2.645000e-02	2.205000e-02	4.850000e-02
8.370000	2.645000e-02	2.205000e-02	4.850000e-02
8.380000	2.880000e-02	2.205000e-02	5.085000e-02
8.390000	2.880000e-02	2.205000e-02	5.085000e-02
8.400000	2.880000e-02	2.000000e-02	4.880000e-02
8.410000	2.880000e-02	2.000000e-02	4.880000e-02
8.420000	2.880000e-02	2.000000e-02	4.880000e-02
8.430000	3.125000e-02	2.000000e-02	5.125000e-02
8.440000	3.125000e-02	1.805000e-02	4.930000e-02
8.450000	3.125000e-02	1.805000e-02	4.930000e-02
8.460000	3.125000e-02	1.805000e-02	4.930000e-02
8.470000	3.125000e-02	1.805000e-02	4.930000e-02
8.480000	3.380000e-02	1.620000e-02	5.000000e-02
8.490000	3.380000e-02	1.620000e-02	5.000000e-02
8.500000	3.380000e-02	1.620000e-02	5.000000e-02
8.510000	3.380000e-02	1.620000e-02	5.000000e-02
8.520000	3.380000e-02	1.445000e-02	4.825000e-02
8.530000	3.380000e-02	1.445000e-02	4.825000e-02
8.540000	3.645000e-02	1.445000e-02	5.090000e-02
8.550000	3.645000e-02	1.445000e-02	5.090000e-02
8.560000	3.645000e-02	1.280000e-02	4.925000e-02
8.570000	3.645000e-02	1.280000e-02	4.925000e-02
8.580000	3.645000e-02	1.280000e-02	4.925000e-02
8.590000	3.645000e-02	1.125000e-02	4.770000e-02
8.600000	3.920000e-02	1.125000e-02	5.045000e-02
8.610000	3.920000e-02	1.125000e-02	5.045000e-02
8.620000	3.920000e-02	1.125000e-02	5.045000e-02
8.630000	3.920000e-02	9.800000e-03	4.900000e-02
8.640000	3.920000e-02	9.800000e-03	4.900000e-02
8.650000	3.920000e-02	9.800000e-03	4.900000e-02
8.660000	3.920000e-02	9.800000e-03	4.900000e-02
8.670000	4.205000e-02	8.450000e-03	5.050000e-02
8.680000	4.205000e-02	8.450000e-03	5.050000e-02
8.690000	4.205000e-02	8.450000e-03	5.050000e-02
8.700000	4.205000e-02	7.200000e-03	4.925000e-02
8.710000	4.205000e-02	7.200000e-03	4.925000e-02
8.720000	4.205000e-02	7.200000e-03	4.925000e-02
8.730000	4.205000e-02	6.050000e-03	4.810000e-02
8.740000	4.205000e-02	6.050000e-03	4.810000e-02
8.750000	4.500000e-02	6.050000e-03	5.105000e-02
8.760000	4.500000e-02	6.050000e-03	5.105000e-02
8.770000	4.500000e-02	5.000000e-03	5.000000e-02
8.780000	4.500000e-02	5.000000e-03	5.000000e-02
8.790000	4.500000e-02	5.000000e-03	5.000000e-02
8.800000	4.500000e-02	4.050000e-03	4.905000e-02
8.810000	4.500000e-02	4.050000e-03	4.905000e-02
8.820000	4.500000e-02	4.050000e-03	4.905000e-02
8.830000	4.500000e-02	3.200000e-03	4.820000e-02
8.840000	4.500000e-02	3.200000e-03	4.820000e-02
8.850000	4.805000e-02	3.200000e-03	5.125000e-02
8.860000	4.805000e-02	3.200000e-03	5.125000e-02
8.870000	4.805000e-02	2.450000e-03	5.050000e-02
8.880000	4.805000e-02	2.450000e-03	5.050000e-02
8.890000	4.805000e-02	2.450000e-03	5.050000e-02
8.900000	4.805000e-02	1.800000e-03	4.985000e-02
8.910000	4.805000e-02	1.800000e-03	4.985000e-02
8.920000	4.805000e-02	1.800000e-03	4.985000e-02
8.930000	4.805000e-02	1.250000e-03	4.930000e-02
8.940000	4.805000e-02	1.250000e-03	4.930000e-02
8.950000	4.805000e-02	1.250000e-03	4.930000e-02
8.960000	4.805000e-02	8.000000e-04	4.885000e-02
8.970000	4.805000e-02	8.000000e-04	4.885000e-02
8.980000	4.805000e-02	8.000000e-04	4.885000e-02
8.990000	4.805000e-02	8.000000e-04	4.885000e-02
9.000000	4.805000e-02	4.500000e-04	4.850000e-02
9.010000	4.805000e-02	4.500000e-04	4.850000e-02
9.020000	4.805000e-02	4.500000e-04	4.850000e-02
9.030000	4.805000e-02	2.000000e-04	4.825000e-02
9.040000	5.120000e-02	2.000000e-04	5.140000e-02
9.050000	5.120000e-02	2.000000e-04	5.140000e-02
9.060000	5.120000e-02	5.000000e-05	5.125000e-02
9.070000	5.120000e-02	5.000000e-05	5.125000e-02
9.080000	5.120000e-02	5.000000e-05	5.125000e-02
9.090000	5.120000e-02	0.000000e+00	5.120000e-02
9.100000	5.120000e-02	0.000000e+00	5.120000e-02
9.110000	5.120000e-02	0.000000e+00	5.120000e-02
9.120000	5.120000e-02	5.000000e-05	5.125000e-02
9.130000	5.120000e-02	5.000000e-05	5.125000e-02
9.140000	5.120000e-02	5.000000e-05	5.125000e-02
9.150000	5.120000e-02	5.000000e-05	5.125000e-02
9.160000	5.120000e-02	2.000000e-04	5.140000e-02
9.170000	5.120000e-02	2.000000e-04	5.140000e-02
9.180000	4.805000e-02	2.000000e-04	4.825000e-02
9.190000	4.805000e-02	4.500000e-04	4.850000e-02
9.200000	4.805000e-02	4.500000e-04	4.850000e-02
9.210000	4.805000e-02	4.500000e-04	4.850000e-02
9.220000	4.805000e-02	8.000000e-04	4.885000e-02
9.230000	4.805000e-02	8.000000e-04	4.885000e-02
9.240000	4.805000e-02	8.000000e-04	4.885000e-02
9.250000	4.805000e-02	1.250000e-03	4.930000e-02
9.260000	4.805000e-02	1.250000e-03	4.930000e-02
9.270000	4.805000e-02	1.250000e-03	4.930000e-02
9.280000	4.805000e-02	1.800000e-03	4.985000e-02
9.290000	4.805000e-02	1.800000e-03	4.985000e-02
9.300000	4.805000e-02	1.800000e-03	4.985000e-02
9.310000	4.805000e-02	2.450000e-03	5.050000e-02
9.320000	4.805000e-02	2.450000e-03	5.050000e-02
9.330000	4.805000e-02	2.450000e-03	5.050000e-02
9.340000	4.805000e-02	2.450000e-03	5.050000e-02
9.350000	4.805000e-02	3.200000e-03	5.125000e-02
9.360000	4.805000e-02	3.200000e-03	5.125000e-02
9.370000	4.500000e-02	3.200000e-03	4.820000e-02
9.380000	4.500000e-02	4.050000e-03	4.905000e-02
9.390000	4.500000e-02	4.050000e-03	4.905000e-02
9.400000	4.500000e-02	4.050000e-03	4.905000e-02
9.410000	4.500000e-02	5.000000e-03	5.000000e-02
9.420000	4.500000e-02	5.000000e-03	5.000000e-02
9.430000	4.500000e-02	5.000000e-03	5.000000e-02
9.440000	4.500000e-02	5.000000e-03	5.000000e-02
9.450000	4.500000e-02	6.050000e-03	5.105000e-02
9.460000	4.500000e-02	6.050000e-03	5.105000e-02
9.470000	4.500000e-02	6.050000e-03	5.105000e-02
9.480000	4.205000e-02	7.200000e-03	4.925000e-02
9.490000	4.205000e-02	7.200000e-03	4.925000e-02
9.500000	4.205000e-02	7.200000e-03	4.925000e-02
9.510000	4.205000e-02	8.450000e-03	5.050000e-02
9.520000	4.205000e-02	8.450000e-03	5.050000e-02
9.530000	4.205000e-02	8.450000e-03	5.050000e-02
9.540000	4.205000e-02	8.450000e-03	5.050000e-02
9.550000	4.205000e-02	9.800000e-03	5.185000e-02
9.560000	3.920000e-02	9.800000e-03	4.900000e-02
9.570000	3.920000e-02	9.800000e-03	4.900000e-02
9.580000	3.920000e-02	1.125000e-02	5.045000e-02
9.590000	3.920000e-02	1.125000e-02	5.045000e-02
9.600000	3.920000e-02	1.125000e-02	5.045000e-02
9.610000	3.920000e-02	1.125000e-02	5.045000e-02
