time energy a1x a1y a1z a2x a2y a2z a3x a3y a3z
91.86 0.009145468129520773 -0.1386031313482158 -0.2658187080519655 -2.6822260539673733e-05 0.20286855876597482 0.8037500900235646 0.0001828816931773755 1.029065874791808 0.45633232842359345 0.00040893243808098455
91.87 0.009117391304326197 -0.13831058323063072 -0.265478140888079 -2.6674558460603685e-05 0.20231484892361512 0.8037564308336036 0.00018274141799546261 1.0293255771185887 0.4559841795812878 0.0004090482935114833
91.88 0.00908910748325471 -0.1380144950192513 -0.2651344513950438 -2.6525464720771313e-05 0.20176009838688172 0.8037618890896541 0.00018260073013180332 1.0295827798575063 0.4556337908156041 0.00040916314003124933
91.89 0.009060618921862048 -0.1377148717787305 -0.2647876482757208 -2.6374981579445778e-05 0.20120431837394906 0.8037664664306169 0.00018245963319347752 1.029837476855071 0.4552811691904179 0.00040927697624641496
91.9 0.009031927895626537 -0.1374117186506878 -0.26443774032151834 -2.622311132840496e-05 0.20064752010722647 0.8037701645462688 0.0001823181307950071 1.0300896620305255 0.4549263218072767 0.00040938980078937624
91.91 0.009003036699708753 -0.13710504085348815 -0.26408473641208274 -2.6069856291883412e-05 0.20008971481295124 0.8037729851771225 0.00018217622655819976 1.0303393293760308 0.45456925580523055 0.00040950161231861947
91.92 0.00897394764870891 -0.1367948436820187 -0.26372864551498537 -2.5915218826260116e-05 0.19953091372078116 0.803774930114285 0.00018203392411201029 1.0305864729568501 0.4542099783606603 0.0004096124095190161
91.93 0.00894466307642215 -0.13648113250746266 -0.2633694766854067 -2.5759201320145215e-05 0.1989711280633872 0.8037760011993147 0.00018189122709245378 1.030831086911531 0.4538484966871056 0.00040972219110184003
91.94 0.00891518533559176 -0.13616391277707102 -0.26300723906581763 -2.5601806194241235e-05 0.1984103690760457 0.8037762003240755 0.00018174813914238015 1.0310731654520833 0.4534848180350907 0.000409830955804681
91.95 0.008885516797660234 -0.1358431900139315 -0.26264194188565726 -2.544303590139513e-05 0.19784864799623064 0.8037755294305903 0.00018160466391135268 1.031312702864157 0.4531189496919498 0.0004099387023914964
91.96000000000001 0.008855659852518285 -0.13551896981673509 -0.26227359446100784 -2.5282892926147254e-05 0.1972859760632058 0.8037739905108919 0.00018146080505554397 1.0315496935072168 0.45275089898165066 0.0004100454296529412
91.97 0.008825616908251918 -0.13519125785954014 -0.26190220619426674 -2.512137978492217e-05 0.19672236451761674 0.8037715856068726 0.00018131656623756242 1.0317841318147132 0.4523806732646172 0.0004101511364060901
91.98 0.00879539039088745 -0.13486005989153407 -0.2615277865738153 -2.4958499025820504e-05 0.1961578246010826 0.8037683168101313 0.00018117195112629615 1.0320160122942532 0.4520082799375507 0.00041025582149471513
91.99 0.00876498274413463 -0.13452538173679257 -0.2611503451736847 -2.4794253228670963e-05 0.19559236755578802 0.8037641862618198 0.00018102696339675683 1.0322453295277674 0.4516337264332502 0.0004103594837891124
92.0 0.00873439642912778 -0.1341872292940364 -0.26076989165321846 -2.4628645004752796e-05 0.1950260046240748 0.8037591961524864 0.000180881606729993 1.032472078171675 0.4512570202204312 0.00041046212218632736
92.01 0.008703633924165108 -0.1338456085363858 -0.2603864357567328 -2.4461676996743748e-05 0.19445874704803376 0.8037533487219181 0.00018073588481291652 1.0326962529570463 0.45087816880354303 0.00041056373561003346
92.02 0.008672697724446189 -0.13350052551111263 -0.25999998731317314 -2.4293351878668015e-05 0.19389060606909647 0.803746646258981 0.0001805898013381639 1.0329178486897632 0.45049717972258596 0.00041066432301080976
92.03 0.008641590341807519 -0.13315198633938957 -0.2596105562357678 -2.412367235568808e-05 0.19332159292762688 0.8037390911014587 0.000180443360003888 1.0331368602506772 0.450114060552926 0.00041076388336593267
92.04 0.008610314304456463 -0.1327999972160378 -0.2592181525216792 -2.395264116410471e-05 0.1927517188625131 0.8037306856358891 0.00018029656451368876 1.0333532825957645 0.4497288189051093 0.0004108624156796536
92.05 0.008578872156703261 -0.13244456440927152 -0.25882278625165134 -2.3780261071079407e-05 0.19218099511075928 0.8037214322973993 0.00018014941857647437 1.0335671107562796 0.4493414624246748 0.0004109599189830427
92.06 0.008547266458691508 -0.13208569426044076 -0.2584244675896551 -2.3606534874807874e-05 0.19160943290707738 0.8037113335695388 0.00018000192590627044 1.033778339838905 0.44895199879196634 0.00041105639233414513
92.07000000000001 0.008515499786126852 -0.1317233931837714 -0.2580232067825298 -2.3431465404277155e-05 0.19103704348347916 0.8037003919841108 0.00017985409022204654 1.0339869650259008 0.4485604357219431 0.000411151834817929
92.08 0.008483574730004018 -0.13135766766610313 -0.25761901415962246 -2.325505551905747e-05 0.19046383806886819 0.8036886101210017 0.00017970591524766417 1.034192981575249 0.44816678096398893 0.00041124624554644135
92.09 0.008451493896332351 -0.1309885242666248 -0.2572119001324236 -2.3077308109371603e-05 0.189889827888632 0.8036759906080089 0.00017955740471165124 1.0343963848207984 0.44777104230172077 0.0004113396236587563
92.10000000000001 0.008419259905859676 -0.13061596961660793 -0.2568018751942006 -2.2898226095869386e-05 0.18931502416423446 0.8036625361206668 0.00017940856234704592 1.0345971701724046 0.44737322755279585 0.0004114319683210443
92.11 0.00838687539379472 -0.13024001041913785 -0.2563889499196278 -2.2717812429436882e-05 0.18873943811280805 0.8036482493820712 0.0001792593918913273 1.0347953331160689 0.4469733445687174 0.0004115232787266069
92.12 0.0083543430095279 -0.12986065344884198 -0.2559731349644137 -2.2536070091265775e-05 0.1881630809467467 0.8036331331627014 0.00017910989708620718 1.0349908692140741 0.44657140123464006 0.0004116135540959114
92.13 0.008321665416350824 -0.12947790555161665 -0.25555444106492564 -2.2353002092679892e-05 0.18758596387329843 0.8036171902802406 0.00017896008167750865 1.0351837741051189 0.44616740546917316 0.0004117027936766256
92.14 0.008288845291174223 -0.12909177364435126 -0.255132879037811 -2.2168611474961738e-05 0.18700809809415853 0.8036004235993954 0.00017880994941502732 1.035374043504448 0.4457613652241837 0.0004117909967436351
92.15 0.00825588532424457 -0.12870226471465038 -0.25470845977961604 -2.1982901309439227e-05 0.1864294948050627 0.8035828360317125 0.00017865950405228847 1.035561673203982 0.4453532884845976 0.00041187816259900855
